Mod:Item:MetaData, Localized Name
hbm:rbmk_pellet_uzh:7, UZrH Fuel Pellet
hbm:rbmk_pellet_uzh:8, UZrH Fuel Pellet
hbm:rbmk_pellet_uzh:9, UZrH Fuel Pellet
hbm:rbmk_pellet_thmeu:0, ThMEU Fuel Pellet
hbm:rbmk_pellet_thmeu:1, ThMEU Fuel Pellet
hbm:rbmk_pellet_thmeu:2, ThMEU Fuel Pellet
hbm:rbmk_pellet_thmeu:3, ThMEU Fuel Pellet
hbm:rbmk_pellet_thmeu:4, ThMEU Fuel Pellet
hbm:rbmk_pellet_thmeu:5, ThMEU Fuel Pellet
hbm:rbmk_pellet_thmeu:6, ThMEU Fuel Pellet
hbm:rbmk_pellet_thmeu:7, ThMEU Fuel Pellet
hbm:rbmk_pellet_thmeu:8, ThMEU Fuel Pellet
hbm:rbmk_pellet_thmeu:9, ThMEU Fuel Pellet
hbm:rbmk_pellet_lep:0, LEP Fuel Pellet
hbm:rbmk_pellet_lep:1, LEP Fuel Pellet
hbm:rbmk_pellet_lep:2, LEP Fuel Pellet
hbm:rbmk_pellet_lep:3, LEP Fuel Pellet
hbm:rbmk_pellet_lep:4, LEP Fuel Pellet
hbm:rbmk_pellet_lep:5, LEP Fuel Pellet
hbm:rbmk_pellet_lep:6, LEP Fuel Pellet
hbm:rbmk_pellet_lep:7, LEP Fuel Pellet
hbm:rbmk_pellet_lep:8, LEP Fuel Pellet
hbm:rbmk_pellet_lep:9, LEP Fuel Pellet
hbm:rbmk_pellet_mep:0, MEP Fuel Pellet
hbm:rbmk_pellet_mep:1, MEP Fuel Pellet
hbm:rbmk_pellet_mep:2, MEP Fuel Pellet
hbm:rbmk_pellet_mep:3, MEP Fuel Pellet
hbm:rbmk_pellet_mep:4, MEP Fuel Pellet
hbm:rbmk_pellet_mep:5, MEP Fuel Pellet
hbm:rbmk_pellet_mep:6, MEP Fuel Pellet
hbm:rbmk_pellet_mep:7, MEP Fuel Pellet
hbm:rbmk_pellet_mep:8, MEP Fuel Pellet
hbm:rbmk_pellet_mep:9, MEP Fuel Pellet
hbm:rbmk_pellet_hep239:0, HEP-239 Fuel Pellet
hbm:rbmk_pellet_hep239:1, HEP-239 Fuel Pellet
hbm:rbmk_pellet_hep239:2, HEP-239 Fuel Pellet
hbm:rbmk_pellet_hep239:3, HEP-239 Fuel Pellet
hbm:rbmk_pellet_hep239:4, HEP-239 Fuel Pellet
hbm:rbmk_pellet_hep239:5, HEP-239 Fuel Pellet
hbm:rbmk_pellet_hep239:6, HEP-239 Fuel Pellet
hbm:rbmk_pellet_hep239:7, HEP-239 Fuel Pellet
hbm:rbmk_pellet_hep239:8, HEP-239 Fuel Pellet
hbm:rbmk_pellet_hep239:9, HEP-239 Fuel Pellet
hbm:rbmk_pellet_hep241:0, HEP-241 Fuel Pellet
hbm:rbmk_pellet_hep241:1, HEP-241 Fuel Pellet
hbm:rbmk_pellet_hep241:2, HEP-241 Fuel Pellet
hbm:rbmk_pellet_hep241:3, HEP-241 Fuel Pellet
hbm:rbmk_pellet_hep241:4, HEP-241 Fuel Pellet
hbm:rbmk_pellet_hep241:5, HEP-241 Fuel Pellet
hbm:rbmk_pellet_hep241:6, HEP-241 Fuel Pellet
hbm:rbmk_pellet_hep241:7, HEP-241 Fuel Pellet
hbm:rbmk_pellet_hep241:8, HEP-241 Fuel Pellet
hbm:rbmk_pellet_hep241:9, HEP-241 Fuel Pellet
hbm:rbmk_pellet_lea:0, LEA Fuel Pellet
hbm:rbmk_pellet_lea:1, LEA Fuel Pellet
hbm:rbmk_pellet_lea:2, LEA Fuel Pellet
hbm:rbmk_pellet_lea:3, LEA Fuel Pellet
hbm:rbmk_pellet_lea:4, LEA Fuel Pellet
hbm:rbmk_pellet_lea:5, LEA Fuel Pellet
hbm:rbmk_pellet_lea:6, LEA Fuel Pellet
hbm:rbmk_pellet_lea:7, LEA Fuel Pellet
hbm:rbmk_pellet_lea:8, LEA Fuel Pellet
hbm:rbmk_pellet_lea:9, LEA Fuel Pellet
hbm:rbmk_pellet_mea:0, MEA Fuel Pellet
hbm:rbmk_pellet_mea:1, MEA Fuel Pellet
hbm:rbmk_pellet_mea:2, MEA Fuel Pellet
hbm:rbmk_pellet_mea:3, MEA Fuel Pellet
hbm:rbmk_pellet_mea:4, MEA Fuel Pellet
hbm:rbmk_pellet_mea:5, MEA Fuel Pellet
hbm:rbmk_pellet_mea:6, MEA Fuel Pellet
hbm:rbmk_pellet_mea:7, MEA Fuel Pellet
hbm:rbmk_pellet_mea:8, MEA Fuel Pellet
hbm:rbmk_pellet_mea:9, MEA Fuel Pellet
hbm:rbmk_pellet_hea241:0, HEA-241 Fuel Pellet
hbm:rbmk_pellet_hea241:1, HEA-241 Fuel Pellet
hbm:rbmk_pellet_hea241:2, HEA-241 Fuel Pellet
hbm:rbmk_pellet_hea241:3, HEA-241 Fuel Pellet
hbm:rbmk_pellet_hea241:4, HEA-241 Fuel Pellet
hbm:rbmk_pellet_hea241:5, HEA-241 Fuel Pellet
hbm:rbmk_pellet_hea241:6, HEA-241 Fuel Pellet
hbm:rbmk_pellet_hea241:7, HEA-241 Fuel Pellet
hbm:rbmk_pellet_hea241:8, HEA-241 Fuel Pellet
hbm:rbmk_pellet_hea241:9, HEA-241 Fuel Pellet
hbm:rbmk_pellet_hea242:0, HEA-242 Fuel Pellet
hbm:rbmk_pellet_hea242:1, HEA-242 Fuel Pellet
hbm:rbmk_pellet_hea242:2, HEA-242 Fuel Pellet
hbm:rbmk_pellet_hea242:3, HEA-242 Fuel Pellet
hbm:rbmk_pellet_hea242:4, HEA-242 Fuel Pellet
hbm:rbmk_pellet_hea242:5, HEA-242 Fuel Pellet
hbm:rbmk_pellet_hea242:6, HEA-242 Fuel Pellet
hbm:rbmk_pellet_hea242:7, HEA-242 Fuel Pellet
hbm:rbmk_pellet_hea242:8, HEA-242 Fuel Pellet
hbm:rbmk_pellet_hea242:9, HEA-242 Fuel Pellet
hbm:rbmk_pellet_men:0, MEN Fuel Pellet
hbm:rbmk_pellet_men:1, MEN Fuel Pellet
hbm:rbmk_pellet_men:2, MEN Fuel Pellet
hbm:rbmk_pellet_men:3, MEN Fuel Pellet
hbm:rbmk_pellet_men:4, MEN Fuel Pellet
hbm:rbmk_pellet_men:5, MEN Fuel Pellet
hbm:rbmk_pellet_men:6, MEN Fuel Pellet
hbm:rbmk_pellet_men:7, MEN Fuel Pellet
hbm:rbmk_pellet_men:8, MEN Fuel Pellet
hbm:rbmk_pellet_men:9, MEN Fuel Pellet
hbm:rbmk_pellet_hen:0, HEN Fuel Pellet
hbm:rbmk_pellet_hen:1, HEN Fuel Pellet
hbm:rbmk_pellet_hen:2, HEN Fuel Pellet
hbm:rbmk_pellet_hen:3, HEN Fuel Pellet
hbm:rbmk_pellet_hen:4, HEN Fuel Pellet
hbm:rbmk_pellet_hen:5, HEN Fuel Pellet
hbm:rbmk_pellet_hen:6, HEN Fuel Pellet
hbm:rbmk_pellet_hen:7, HEN Fuel Pellet
hbm:rbmk_pellet_hen:8, HEN Fuel Pellet
hbm:rbmk_pellet_hen:9, HEN Fuel Pellet
hbm:rbmk_pellet_mox:0, MOX Fuel Pellet
hbm:rbmk_pellet_mox:1, MOX Fuel Pellet
hbm:rbmk_pellet_mox:2, MOX Fuel Pellet
hbm:rbmk_pellet_mox:3, MOX Fuel Pellet
hbm:rbmk_pellet_mox:4, MOX Fuel Pellet
hbm:rbmk_pellet_mox:5, MOX Fuel Pellet
hbm:rbmk_pellet_mox:6, MOX Fuel Pellet
hbm:rbmk_pellet_mox:7, MOX Fuel Pellet
hbm:rbmk_pellet_mox:8, MOX Fuel Pellet
hbm:rbmk_pellet_mox:9, MOX Fuel Pellet
hbm:rbmk_pellet_les:0, LES Fuel Pellet
hbm:rbmk_pellet_les:1, LES Fuel Pellet
hbm:rbmk_pellet_les:2, LES Fuel Pellet
hbm:rbmk_pellet_les:3, LES Fuel Pellet
hbm:rbmk_pellet_les:4, LES Fuel Pellet
hbm:rbmk_pellet_les:5, LES Fuel Pellet
hbm:rbmk_pellet_les:6, LES Fuel Pellet
hbm:rbmk_pellet_les:7, LES Fuel Pellet
hbm:rbmk_pellet_les:8, LES Fuel Pellet
hbm:rbmk_pellet_les:9, LES Fuel Pellet
hbm:rbmk_pellet_mes:0, MES Fuel Pellet
hbm:rbmk_pellet_mes:1, MES Fuel Pellet
hbm:rbmk_pellet_mes:2, MES Fuel Pellet
hbm:rbmk_pellet_mes:3, MES Fuel Pellet
hbm:rbmk_pellet_mes:4, MES Fuel Pellet
hbm:rbmk_pellet_mes:5, MES Fuel Pellet
hbm:rbmk_pellet_mes:6, MES Fuel Pellet
hbm:rbmk_pellet_mes:7, MES Fuel Pellet
hbm:rbmk_pellet_mes:8, MES Fuel Pellet
hbm:rbmk_pellet_mes:9, MES Fuel Pellet
hbm:rbmk_pellet_hes:0, HES Fuel Pellet
hbm:rbmk_pellet_hes:1, HES Fuel Pellet
hbm:rbmk_pellet_hes:2, HES Fuel Pellet
hbm:rbmk_pellet_hes:3, HES Fuel Pellet
hbm:rbmk_pellet_hes:4, HES Fuel Pellet
hbm:rbmk_pellet_hes:5, HES Fuel Pellet
hbm:rbmk_pellet_hes:6, HES Fuel Pellet
hbm:rbmk_pellet_hes:7, HES Fuel Pellet
hbm:rbmk_pellet_hes:8, HES Fuel Pellet
hbm:rbmk_pellet_hes:9, HES Fuel Pellet
hbm:rbmk_pellet_leaus:0, LEAus Fuel Pellet
hbm:rbmk_pellet_leaus:1, LEAus Fuel Pellet
hbm:rbmk_pellet_leaus:2, LEAus Fuel Pellet
hbm:rbmk_pellet_leaus:3, LEAus Fuel Pellet
hbm:rbmk_pellet_leaus:4, LEAus Fuel Pellet
hbm:rbmk_pellet_leaus:5, LEAus Fuel Pellet
hbm:rbmk_pellet_leaus:6, LEAus Fuel Pellet
hbm:rbmk_pellet_leaus:7, LEAus Fuel Pellet
hbm:rbmk_pellet_leaus:8, LEAus Fuel Pellet
hbm:rbmk_pellet_leaus:9, LEAus Fuel Pellet
hbm:rbmk_pellet_heaus:0, HEAus Fuel Pellet
hbm:rbmk_pellet_heaus:1, HEAus Fuel Pellet
hbm:rbmk_pellet_heaus:2, HEAus Fuel Pellet
hbm:rbmk_pellet_heaus:3, HEAus Fuel Pellet
hbm:rbmk_pellet_heaus:4, HEAus Fuel Pellet
hbm:rbmk_pellet_heaus:5, HEAus Fuel Pellet
hbm:rbmk_pellet_heaus:6, HEAus Fuel Pellet
hbm:rbmk_pellet_heaus:7, HEAus Fuel Pellet
hbm:rbmk_pellet_heaus:8, HEAus Fuel Pellet
hbm:rbmk_pellet_heaus:9, HEAus Fuel Pellet
hbm:rbmk_pellet_po210be:0, Po210Be Neutron Source Pellet
hbm:rbmk_pellet_po210be:1, Po210Be Neutron Source Pellet
hbm:rbmk_pellet_po210be:2, Po210Be Neutron Source Pellet
hbm:rbmk_pellet_po210be:3, Po210Be Neutron Source Pellet
hbm:rbmk_pellet_po210be:4, Po210Be Neutron Source Pellet
hbm:rbmk_pellet_po210be:5, Po210Be Neutron Source Pellet
hbm:rbmk_pellet_po210be:6, Po210Be Neutron Source Pellet
hbm:rbmk_pellet_po210be:7, Po210Be Neutron Source Pellet
hbm:rbmk_pellet_po210be:8, Po210Be Neutron Source Pellet
hbm:rbmk_pellet_po210be:9, Po210Be Neutron Source Pellet
hbm:rbmk_pellet_ra226be:0, Ra226Be Neutron Source Pellet
hbm:rbmk_pellet_ra226be:1, Ra226Be Neutron Source Pellet
hbm:rbmk_pellet_ra226be:2, Ra226Be Neutron Source Pellet
hbm:rbmk_pellet_ra226be:3, Ra226Be Neutron Source Pellet
hbm:rbmk_pellet_ra226be:4, Ra226Be Neutron Source Pellet
hbm:rbmk_pellet_ra226be:5, Ra226Be Neutron Source Pellet
hbm:rbmk_pellet_ra226be:6, Ra226Be Neutron Source Pellet
hbm:rbmk_pellet_ra226be:7, Ra226Be Neutron Source Pellet
hbm:rbmk_pellet_ra226be:8, Ra226Be Neutron Source Pellet
hbm:rbmk_pellet_ra226be:9, Ra226Be Neutron Source Pellet
hbm:rbmk_pellet_pu238be:0, Pu238Be Neutron Source Pellet
hbm:rbmk_pellet_pu238be:1, Pu238Be Neutron Source Pellet
hbm:rbmk_pellet_pu238be:2, Pu238Be Neutron Source Pellet
hbm:rbmk_pellet_pu238be:3, Pu238Be Neutron Source Pellet
hbm:rbmk_pellet_pu238be:4, Pu238Be Neutron Source Pellet
hbm:rbmk_pellet_pu238be:5, Pu238Be Neutron Source Pellet
hbm:rbmk_pellet_pu238be:6, Pu238Be Neutron Source Pellet
hbm:rbmk_pellet_pu238be:7, Pu238Be Neutron Source Pellet
hbm:rbmk_pellet_pu238be:8, Pu238Be Neutron Source Pellet
hbm:rbmk_pellet_pu238be:9, Pu238Be Neutron Source Pellet
hbm:rbmk_pellet_balefire_gold:0, Flashgold Fuel Pellet
hbm:rbmk_pellet_balefire_gold:1, Flashgold Fuel Pellet
hbm:rbmk_pellet_balefire_gold:2, Flashgold Fuel Pellet
hbm:rbmk_pellet_balefire_gold:3, Flashgold Fuel Pellet
hbm:rbmk_pellet_balefire_gold:4, Flashgold Fuel Pellet
hbm:rbmk_pellet_balefire_gold:5, Flashgold Fuel Pellet
hbm:rbmk_pellet_balefire_gold:6, Flashgold Fuel Pellet
hbm:rbmk_pellet_balefire_gold:7, Flashgold Fuel Pellet
hbm:rbmk_pellet_balefire_gold:8, Flashgold Fuel Pellet
hbm:rbmk_pellet_balefire_gold:9, Flashgold Fuel Pellet
hbm:rbmk_pellet_flashlead:0, Flashlead Fuel Pellet
hbm:rbmk_pellet_flashlead:1, Flashlead Fuel Pellet
hbm:rbmk_pellet_flashlead:2, Flashlead Fuel Pellet
hbm:rbmk_pellet_flashlead:3, Flashlead Fuel Pellet
hbm:rbmk_pellet_flashlead:4, Flashlead Fuel Pellet
hbm:rbmk_pellet_flashlead:5, Flashlead Fuel Pellet
hbm:rbmk_pellet_flashlead:6, Flashlead Fuel Pellet
hbm:rbmk_pellet_flashlead:7, Flashlead Fuel Pellet
hbm:rbmk_pellet_flashlead:8, Flashlead Fuel Pellet
hbm:rbmk_pellet_flashlead:9, Flashlead Fuel Pellet
hbm:rbmk_pellet_balefire:0, Balefire Fuel Pellet
hbm:rbmk_pellet_balefire:1, Balefire Fuel Pellet
hbm:rbmk_pellet_balefire:2, Balefire Fuel Pellet
hbm:rbmk_pellet_balefire:3, Balefire Fuel Pellet
hbm:rbmk_pellet_balefire:4, Balefire Fuel Pellet
hbm:rbmk_pellet_balefire:5, Balefire Fuel Pellet
hbm:rbmk_pellet_balefire:6, Balefire Fuel Pellet
hbm:rbmk_pellet_balefire:7, Balefire Fuel Pellet
hbm:rbmk_pellet_balefire:8, Balefire Fuel Pellet
hbm:rbmk_pellet_balefire:9, Balefire Fuel Pellet
hbm:rbmk_pellet_drx:0, §cDigamma Fuel Pellet§r
hbm:rbmk_pellet_drx:1, §cDigamma Fuel Pellet§r
hbm:rbmk_pellet_drx:2, §cDigamma Fuel Pellet§r
hbm:rbmk_pellet_drx:3, §cDigamma Fuel Pellet§r
hbm:rbmk_pellet_drx:4, §cDigamma Fuel Pellet§r
hbm:rbmk_pellet_drx:5, §cDigamma Fuel Pellet§r
hbm:rbmk_pellet_drx:6, §cDigamma Fuel Pellet§r
hbm:rbmk_pellet_drx:7, §cDigamma Fuel Pellet§r
hbm:rbmk_pellet_drx:8, §cDigamma Fuel Pellet§r
hbm:rbmk_pellet_drx:9, §cDigamma Fuel Pellet§r
hbm:rbmk_fuel_empty, Empty RBMK Fuel Rod
hbm:rbmk_fuel_ueu, NU RBMK Fuel Rod
hbm:rbmk_fuel_meu, MEU RBMK Fuel Rod
hbm:rbmk_fuel_heu233, HEU-233 RBMK Fuel Rod
hbm:rbmk_fuel_heu235, HEU-235 RBMK Fuel Rod
hbm:rbmk_fuel_uzh, UZrH RBMK Fuel Rod
hbm:rbmk_fuel_thmeu, ThMEU RBMK Fuel Rod
hbm:rbmk_fuel_lep, LEP-239 RBMK Fuel Rod
hbm:rbmk_fuel_mep, MEP-239 RBMK Fuel Rod
hbm:rbmk_fuel_hep, HEP-239 RBMK Fuel Rod
hbm:rbmk_fuel_hep241, HEP-241 RBMK Fuel Rod
hbm:rbmk_fuel_lea, LEA RBMK Fuel Rod
hbm:rbmk_fuel_mea, MEA RBMK Fuel Rod
hbm:rbmk_fuel_hea241, HEA-241 RBMK Fuel Rod
hbm:rbmk_fuel_hea242, HEA-242 RBMK Fuel Rod
hbm:rbmk_fuel_men, MEN RBMK Fuel Rod
hbm:rbmk_fuel_hen, HEN RBMK Fuel Rod
hbm:rbmk_fuel_mox, MOX RBMK Fuel Rod
hbm:rbmk_fuel_les, LES RBMK Fuel Rod
hbm:rbmk_fuel_mes, MES RBMK Fuel Rod
hbm:rbmk_fuel_hes, HES RBMK Fuel Rod
hbm:rbmk_fuel_leaus, LEAus RBMK Fuel Rod
hbm:rbmk_fuel_heaus, HEAus RBMK Fuel Rod
hbm:rbmk_fuel_ra226be, Ra226Be RBMK Neutron Source
hbm:rbmk_fuel_po210be, Po210Be RBMK Neutron Source
hbm:rbmk_fuel_pu238be, Pu238Be RBMK Neutron Source
hbm:rbmk_fuel_balefire_gold, Flashgold RBMK Fuel Rod
hbm:rbmk_fuel_flashlead, Flashlead RBMK Fuel Rod
hbm:rbmk_fuel_zfb_bismuth, Bismuth RBMK ZFB Rod
hbm:rbmk_fuel_zfb_pu241, Pu-241 RBMK ZFB Rod
hbm:rbmk_fuel_zfb_am_mix, Fuel Grade Americium RBMK ZFB Rod
hbm:rbmk_fuel_balefire, Balefire RBMK Fuel Rod
hbm:rbmk_fuel_drx, §cDigamma RBMK Fuel Rod§r
hbm:rbmk_fuel_test, item.rbmk_fuel_test.name
hbm:icf_pellet_empty, Empty ICF Fuel Pellet
hbm:icf_pellet:0, ICF Fuel Pellet
hbm:icf_pellet:0, ICF Fuel Pellet
hbm:icf_pellet:0, ICF Fuel Pellet
hbm:icf_pellet:0, ICF Fuel Pellet
hbm:icf_pellet:0, ICF Fuel Pellet
hbm:icf_pellet_depleted, Depleted ICF Fuel Pellet
hbm:watz_pellet:0, Schrabidium Watz Pellet
hbm:watz_pellet:1, HES Watz Pellet
hbm:watz_pellet:2, MES Watz Pellet
hbm:watz_pellet:3, LES Watz Pellet
hbm:watz_pellet:4, HEN Watz Pellet
hbm:watz_pellet:5, MEU Watz Pellet
hbm:watz_pellet:6, MEP Watz Pellet
hbm:watz_pellet:7, Lead Absorber Pellet
hbm:watz_pellet:8, Boron Absorber Pellet
hbm:watz_pellet:9, Depleted Uranium Absorber Pellet
hbm:watz_pellet:10, Enriched Naquadah Watz Pellet
hbm:watz_pellet:11, Naquadria Watz Pellet
hbm:watz_pellet_depleted:0, Schrabidium Watz Pellet (Depleted)
hbm:watz_pellet_depleted:1, HES Watz Pellet (Depleted)
hbm:watz_pellet_depleted:2, MES Watz Pellet (Depleted)
hbm:watz_pellet_depleted:3, LES Watz Pellet (Depleted)
hbm:watz_pellet_depleted:4, HEN Watz Pellet (Depleted)
hbm:watz_pellet_depleted:5, MEU Watz Pellet (Depleted)
hbm:watz_pellet_depleted:6, MEP Watz Pellet (Depleted)
hbm:watz_pellet_depleted:7, Lead Absorber Pellet (Depleted)
hbm:watz_pellet_depleted:8, Boron Absorber Pellet (Depleted)
hbm:watz_pellet_depleted:9, Depleted Uranium Absorber Pellet (Depleted)
hbm:watz_pellet_depleted:10, Enriched Naquadah Watz Pellet (Depleted)
hbm:watz_pellet_depleted:11, Naquadria Watz Pellet (Depleted)
hbm:pa_coil:0, Large Gold Coil
hbm:pa_coil:1, Large NbTi Coil
hbm:pa_coil:2, Large BSCCO Coil
hbm:pa_coil:3, Large Chlorophyte Coil
hbm:particle_empty, Empty Particle Capsule
hbm:particle_hydrogen, Hydrogen Ion Capsule
hbm:particle_copper, Copper Ion Capsule
hbm:particle_lead, Lead Ion Capsule
hbm:particle_aproton, Antiproton Capsule
hbm:particle_aelectron, Positron Capsule
hbm:particle_muon, Muon Capsule
hbm:particle_amat, Antimatter Capsule
hbm:particle_aschrab, Antischrabidium Capsule
hbm:particle_higgs, Higgs Boson Capsule
hbm:particle_tachyon, Tachyon Capsule
hbm:particle_dark, Dark Matter Capsule
hbm:particle_strange, Strange Quark Capsule
hbm:particle_sparkticle, Sparkticle Capsule
hbm:particle_digamma, §cThe Digamma Particle§r
hbm:capsule_xen, Xen Capsule
hbm:singularity, Singularity
hbm:singularity_counter_resonant, Contained Counter-Resonant Singularity
hbm:singularity_super_heated, Superheated Resonating Singularity
hbm:black_hole, Miniature Black Hole
hbm:singularity_spark, Spark Singularity
hbm:pellet_antimatter, Antimatter Cluster
hbm:crystal_xen, Artificial Xen Crystal
hbm:crystal_energy, Energy Crystal
hbm:pellet_coolant, Coolant Cluster
hbm:key, Key
hbm:key_red, Red Key
hbm:key_red_cracked, Cracked Key
hbm:key_kit, Key Imitation Kit
hbm:key_fake, Counterfeit Key
hbm:pin, Bobby Pin
hbm:padlock_rusty, Rusty Padlock
hbm:padlock, Padlock
hbm:padlock_reinforced, Reinforced Padlock
hbm:padlock_unbreakable, Unbreakable Padlock
hbm:mech_key, Large Silver Key
hbm:ams_catalyst_blank, Blank Reaction Catalyst
hbm:ams_catalyst_iron, Iron Reaction Catalyst
hbm:ams_catalyst_copper, Copper Reaction Catalyst
hbm:ams_catalyst_aluminium, Aluminium Reaction Catalyst
hbm:ams_catalyst_lithium, Lithium Reaction Catalyst
hbm:ams_catalyst_beryllium, Beryllium Reaction Catalyst
hbm:ams_catalyst_tungsten, Tungsten Reaction Catalyst
hbm:ams_catalyst_cobalt, Cobalt Reaction Catalyst
hbm:ams_catalyst_niobium, Niobium Reaction Catalyst
hbm:ams_catalyst_cerium, Cerium Reaction Catalyst
hbm:ams_catalyst_thorium, Thorium Reaction Catalyst
hbm:ams_catalyst_strontium, Strontium Reaction Catalyst
hbm:ams_catalyst_caesium, Caeseium Reaction Catalyst
hbm:ams_catalyst_schrabidium, Schrabidium Reaction Catalyst
hbm:ams_catalyst_euphemium, Euphemium Reaction Catalyst
hbm:ams_catalyst_dineutronium, Dineutronium Reaction Catalyst
hbm:ams_lens, Stabilizer Lens
hbm:ams_core_sing, Vibrant Singularity (AMS/DFC Core)
hbm:ams_core_wormhole, Tiny Wormhole (AMS/DFC Core)
hbm:ams_core_eyeofharmony, Eye of Harmony (AMS/DFC Core)
hbm:ams_core_thingy, Thingy (AMS/DFC Core)
hbm:ams_muzzle, Ray-Emission Muzzle
hbm:fluid_icon:152, Compressed Air
hbm:fluid_icon:1, Water
hbm:fluid_icon:60, Heavy Water
hbm:fluid_icon:125, Hot Heavy Water
hbm:fluid_icon:7, Lava
hbm:fluid_icon:2, Steam
hbm:fluid_icon:3, Dense Steam
hbm:fluid_icon:4, Super Dense Steam
hbm:fluid_icon:5, Ultra Dense Steam
hbm:fluid_icon:48, Low-Pressure Steam
hbm:fluid_icon:55, Carbon Dioxide
hbm:fluid_icon:6, Coolant
hbm:fluid_icon:76, Hot Coolant
hbm:fluid_icon:145, Perfluoromethyl
hbm:fluid_icon:146, Cold Perfluoromethyl
hbm:fluid_icon:147, Hot Perfluoromethyl
hbm:fluid_icon:37, Cryogel
hbm:fluid_icon:77, Mug Root Beer
hbm:fluid_icon:78, Hot Mug Root Beer
hbm:fluid_icon:84, Blood
hbm:fluid_icon:85, Hot Blood
hbm:fluid_icon:126, Liquid Sodium
hbm:fluid_icon:127, Hot Liquid Sodium
hbm:fluid_icon:143, Liquid Lead
hbm:fluid_icon:144, Hot Liquid Lead
hbm:fluid_icon:128, Liquid Thorium Salt
hbm:fluid_icon:129, Hot Liquid Thorium Salt
hbm:fluid_icon:130, Depleted Liquid Thorium Salt
hbm:fluid_icon:38, Liquid Hydrogen
hbm:fluid_icon:8, Deuterium
hbm:fluid_icon:9, Tritium
hbm:fluid_icon:57, Helium-3
hbm:fluid_icon:124, Helium-4
hbm:fluid_icon:39, Liquid Oxygen
hbm:fluid_icon:40, Xenon Gas
hbm:fluid_icon:90, Chlorine Gas
hbm:fluid_icon:42, Mercury
hbm:fluid_icon:10, Crude Oil
hbm:fluid_icon:134, Desulfurized Crude Oil
hbm:fluid_icon:61, Cracked Oil
hbm:fluid_icon:136, Desulfurized Cracked Oil
hbm:fluid_icon:62, Coal Oil
hbm:fluid_icon:105, Coker Oil
hbm:fluid_icon:11, Hot Crude Oil
hbm:fluid_icon:135, Desulfurized Hot Crude Oil
hbm:fluid_icon:63, Hot Cracked Oil
hbm:fluid_icon:137, Desulfurized Hot Cracked Oil
hbm:fluid_icon:12, Heavy Oil
hbm:fluid_icon:91, Vacuum Heavy Oil
hbm:fluid_icon:19, Naphtha
hbm:fluid_icon:138, Desulfurized Naphtha
hbm:fluid_icon:64, Cracked Naphtha
hbm:fluid_icon:106, Coker Naphtha
hbm:fluid_icon:92, Reformate
hbm:fluid_icon:21, Light Oil
hbm:fluid_icon:139, Desulfurized Light Oil
hbm:fluid_icon:65, Cracked Light Oil
hbm:fluid_icon:93, Vacuum Light Oil
hbm:fluid_icon:13, Bitumen
hbm:fluid_icon:14, Industrial Oil
hbm:fluid_icon:15, Heating Oil
hbm:fluid_icon:96, Heavy Heating Oil
hbm:fluid_icon:16, Reclaimed Industrial Oil
hbm:fluid_icon:18, Engine Lubricant
hbm:fluid_icon:23, Natural Gas
hbm:fluid_icon:107, Coker Gas
hbm:fluid_icon:24, Petroleum Gas
hbm:fluid_icon:94, Sour Gas
hbm:fluid_icon:25, LPG
hbm:fluid_icon:86, Syngas
hbm:fluid_icon:87, Oxyhydrogen
hbm:fluid_icon:67, Aromatic Hydrocarbons
hbm:fluid_icon:68, Unsaturated Hydrocarbons
hbm:fluid_icon:95, BTX
hbm:fluid_icon:100, Reformate Gas
hbm:fluid_icon:20, Diesel
hbm:fluid_icon:97, High-Cetane Diesel
hbm:fluid_icon:66, Cracked Diesel
hbm:fluid_icon:98, High-Cetane Cracked Diesel
hbm:fluid_icon:22, Kerosene
hbm:fluid_icon:99, Jet Fuel
hbm:fluid_icon:17, Petroil
hbm:fluid_icon:72, Leaded Petroil
hbm:fluid_icon:46, Gasoline
hbm:fluid_icon:73, Leaded Gasoline
hbm:fluid_icon:47, Coal Gasoline
hbm:fluid_icon:74, Leaded Coal Gasoline
hbm:fluid_icon:80, Coal Tar Creosote
hbm:fluid_icon:79, Wood Oil
hbm:fluid_icon:26, Biogas
hbm:fluid_icon:27, Biofuel
hbm:fluid_icon:59, Ethanol
hbm:fluid_icon:111, Fish Oil
hbm:fluid_icon:112, Sunflower Seed Oil
hbm:fluid_icon:28, NITAN© 100 Octane Super Fuel
hbm:fluid_icon:154, Deuterated Hydrocarbon
hbm:fluid_icon:41, BF Rocket Fuel
hbm:fluid_icon:69, Salient Green
hbm:fluid_icon:81, Seeding Slurry
hbm:fluid_icon:101, Colloid
hbm:fluid_icon:141, Vitriol
hbm:fluid_icon:142, Ore Slop
hbm:fluid_icon:104, Ionic Gel
hbm:fluid_icon:35, Hydrogen Peroxide
hbm:fluid_icon:75, Sulfuric Acid
hbm:fluid_icon:82, Nitric Acid
hbm:fluid_icon:83, Solvent
hbm:fluid_icon:88, High-Performance Solvent
hbm:fluid_icon:32, Schrabidic Acid
hbm:fluid_icon:29, Uranium Hexafluoride
hbm:fluid_icon:30, Plutonium Hexafluoride
hbm:fluid_icon:31, Schrabidium Trisulfide
hbm:fluid_icon:43, Pandemonium(III)tantalite Solution
hbm:fluid_icon:58, Osmiridic Solution
hbm:fluid_icon:36, Poisonous Mud
hbm:fluid_icon:114, Red Mud
